RDO:;RDO NO. 53A  - LAS PINAS;;;(FORMERLY RDO NO. 34 PARANAQUE-LAS PINAS-MUNTINLUPA);
PROVINCE:;NCR;;;;
CITY/MUNICIPALITY:;LAS PINAS CITY;;;;
BARANGAY:;ALMANZA UNO;;;;
ALMANZA PROPER;MANILA SO RD;RR;500.00;;
BE EXEC VI;PHIL STD ALMANZ;RR;500.00;;
BF METROCOR;MANILA DOCTOR VILL;RR;500.00;;
CASTILLO SUBD;GOODYEAR SUBD;RR;350.00;;
DONA PURISIMA;BF EXECUTIVE;RR;350.00;;
F DEL MONTE;ST JOSEPH ALMNZ;RR;350.00;;
FRANCEL HOMES;MANILA SOUTH RD;RR;600.00;;
GONZALES CPD;REAL ST;RR;350.00;;
GREAT PLAIN;DNA J ALMANZA;RR;550.00;;
LEONCIA SUBD;BF HOMES;RR;430.00;;
MANILA DOCTORS;TIERRA HERMOSA;RR;350.00;;
ST. JOSEPH SUBD;DBP SUBD;RR;330.00;;
VERAVILLE;BES GM ALMANZA;RR;600.00;;
VILLANUEVA CPD;REAL ST;RR;350.00;;
ZAPOTE ALABANG RD;(WHOLE STRETCH);CR;1,000.00;;
BARANGAY:;ALMANZA DOS;;;;
BF HOMES SUBD I;PILAR VILLAGE;RR;500.00;;
DONA JOSEFA SUB;BF HOMES;RR;300.00;;
DBP VILLAGE;BF HOMES ALMANZ;RR;500.00;;
GLORIA CPD;PILAR VILLAGE;RR;300.00;;
GOODYEAR SUBD;DBP VILLAGE;RR;350.00;;
ST JOSEPH SUBD;GOODYEAR SUBD;RR;300.00;;
TERESA PARK;BF HOMES;RR;350.00;;
TS CRUZ SUBD;BF LAS PINAS;RR;350.00;;
TS CRUZ SUBD;BF LAS PINAS;;;;
BARANGAY:;DANIEL FAJARDO;;;;
REAL ST;QUIRINO AVE;RR;500.00;;
REAL ST;QUIRINO AVE EXT;CR;1,000.00;;
SAN FRANCISCO;QUIRINO AVE;RR;500.00;;
SAN JOSE;QUIRINO AVE;RR;500.00;;
