RDO:;RDO 25B - MARILAO, BULACAN;;;;
RDO:;RDO 25B - MARILAO, BULACAN;;;;
PROVINCE:;BULACAN;;;;
PROVINCE:;BULACAN;;;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;ANTIPONA;;;;
J.P RIZAL ST.;;RR;1,250.00;;
LAKANDULA ST.;;RR;1,250.00;;
P. BURGOS ST.;;RR;1,250.00;;
POBLACION;;RR;1,500.00;;
POBLACION;;CR;2,300.00;;
ZAMORA ST.;;RR;1,250.00;;
ALL OTHER STREETS;;RR;1,150.00;;
ALL OTHER STREETS;;GP;600.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BAMBANG;;;;
BAMBANG DIG;;RR;900.00;;
CARMEN SUBD;;RR;900.00;;
MIA ROAD;;RR;900.00;;
SANTOS SUBD;;RR;900.00;;
ST. MARTIN SUBD;;RR;900.00;;
ALL OTHER STREETS;;RR;800.00;;
ALL OTHER STREETS;;A1;300.00;;
ALL OTHER STREETS;;GP;300.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BAGUMBAYAN;;;;
A. BONIFACIO ST;;RR;1,250.00;;
L. JAENA ST;;RR;1,250.00;;
M. H. DEL PILAR ST;;RR;1,250.00;;
P. GOMEZ ST;;RR;1,250.00;;
SANDICO (PROVINCIAL ROAD);;RR;1,250.00;;
ALL OTHER STREETS;;RR;1,000.00;;
ALL OTHER STREETS;;A1;250.00;;
ALL OTHER STREETS;;A4;240.00;;
ALL OTHER STREETS;;GP;270.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BATIA;;;;
BARANGAY ROAD;;RR;600.00;;
MIA ROAD;;RR;600.00;;
ALL OTHER STREETS;;RR;600.00;;
ALL OTHER STREETS;;A1;130.00;;
ALL OTHER STREETS;;GP;130.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BIÑANG 1st;;;;
MC ARTHUR HIGHWAY;;RR;2,250.00;;
MC ARTHUR HIGHWAY;;CR;2,750.00;;
MC ARTHUR HIGHWAY;;A1;300.00;;
BINANG I BARANGAY ROAD;;RR;900.00;;
BARTOLOME ST.;;RR;900.00;;
GAVINO DELA RAMA ST.;;RR;900.00;;
MARCOS ROBLES ST.;;RR;900.00;;
MATEO DE GUZMAN ST.;;RR;900.00;;
REYES ST.;;RR;900.00;;
SAN JUAN ST.;;RR;900.00;;
ALL OTHER STREETS;;RR;900.00;;
ALL OTHER STREETS;;A1;175.00;;
ALL OTHER STREETS;;GP;275.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BIÑANG 2nd;;;;
MC ARTHUR HIGHWAY;;RR;2,250.00;;
MC ARTHUR HIGHWAY;;CR;2,750.00;;
MC ARTHUR HIGHWAY;;A1;275.00;;
BAGONG ST;;RR;900.00;;
MENDOZA I;;RR;900.00;;
MENDOZA II;;RR;900.00;;
MENDOZA III;;RR;900.00;;
ORTEGA ST;;RR;900.00;;
ALL OTHER STREETS;;RR;900.00;;
ALL OTHER STREETS;;A1;175.00;;
ALL OTHER STREETS;;GP;275.00;;
CITY/MUNICIPALITY:;BOCAUE;;;;
BARANGAY:;BOLAKAN;;;;
