RDO:;RDO NO.  44  - TAGUIG/PATEROS;;;
RDO:;RDO NO.  44  - TAGUIG/PATEROS;;;
PROVINCE:;NCR;;;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;POBLACION;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
A. BONIFACIO ST.;G. FLORES-COL.P. TANGCO;RR;2,800.00;
A. MABINI;B. MORCILLA -ALMEDA ST.;RR;2,800.00;
C. ALMEDA ST.;;RR;3,200.00;
COL. P. TANGCO ST.;B. MORCILLA- C. ALMEDA ST.;RR;2,800.00;
GEN. B. MORCILLA ST;P. HERRERA -M. ALMEDA ST;CR;4,000.00;
G. FLORES ST.;B. MORCILLA- C. ALMEDA;RR;3,200.00;
JP RIZAL ST.;B. MORCILLA-C. ALMEDA ST.;RR;2,800.00;
LT. CRUZ ST.;;RR;2,800.00;
P. HERRERA ST.;B. MORCILLA-C. ALMEDA;RR;3,200.00;
S. TUASON ST.;S. TUASON-G. DE BORJA;RR;2,800.00;
ALL OTHER ST.;;RR;2,800.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;AGUHO;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
E. QUIOGUE ST.;G. DE BORJA (PAT. RIVER);RR;2,300.00;
G. DE BORJA ST.;M. ALMEDA ST. - T. SULIT;RR;3,200.00;
P. HERERRA ST.;B.MORCILLA-G. DE BORJA;RR;3,200.00;
T. SULIT ST.;G. DE BORJA- AGUHO;RR;2,800.00;
ALL OTHER ST.;;RR;2,300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;MAGTANGGOL;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
D. SALONGA ST.;FC. CRUZ-S. CASTILLO ST.;RR;2,300.00;
FC. CRUZ ST.;M. ALMEDA-D. SALONGA;RR;2,300.00;
M. ALMEDA ST.;S. CASTILLO-TULAY NA BATO;RR;3,200.00;
S. CASTILLO ST.;M. ALMEDA-D. SALONGA ST.;RR;2,300.00;
ALL OTHER ST.;;RR;2,300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;MARTIRES DEL 96;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
BAGONG CALZADA STREET;M. ALMEDA-PATEROS;RR;3,200.00;
G. MANALO ST.;T. SULIT-M. ALMEDA ST.;RR;2,300.00;
M. ALMEDA ST.;MARTIREZ DEL 96-PATEROS B;CR;4,000.00;
MARTIREZ DEL 96 ST.;T. SULIT ST.- M. ALMEDA ST;RR;3,200.00;
T. SULIT ST.;AGUHO-MARTIREZ BDY.;RR;2,800.00;
ALL OTHER ST.;;RR;2,300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SAN PEDRO;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
C. ALMEDA ST.;;RR;3,200.00;
F. YMSON ST.;C. CASTILLO-C. ALMEDA;RR;2,800.00;
P. HERRERA ST.;B. MORCILLA-S CASTILLO;RR;3,200.00;
S. CASTILLO ST.;P.HERRERA ST.-F. YMSON ST.;RR;2,300.00;
ALL OTHER ST.;;RR;2,300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SAN ROQUE;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
B. MORCILLA ST.;;CR;4,000.00;
E. HERMOSA ST.;M. ALMEDA-GREM VILLAGE;RR;2,300.00;
GREM VILLAGE;ENTIRE SUBD.;RR;2,500.00;
J. DE JESUS ST.;E. HERMOSA-P. ROSALES;RR;2,300.00;
M. ALMEDA ST.;S. CASTILLO-C. ALMEDA;RR;3,200.00;
M. ALMEDA ST.;C. ALMEDA-PATEROS BDRY.;CR;4,000.00;
ALL OTHER ST.;;RR;2,300.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTA ANA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
B. MORCILLA EXT.;BRIDGE-P. ROSALES;RR;3,000.00;
CAPT. MUSNI SUBD.;;RR;2,300.00;
J. DE JESUS;HERMOSA -ROSALES;RR;2,500.00;
MASAGANA ST.;P. ROSALES-SOLEDAD SANTOS;RR;2,300.00;
POBLETE ST.;;RR;1,400.00;
P. ROSALES ST.;B. MORCILLA EXT.-END;RR;2,300.00;
P. ROSALES ST.;B. MORCILLA EXT.END;RR;2,300.00;
RAGAS ST.;ROSALES-END;RR;2,300.00;
SANTA ANA BUKID;;RR;1,400.00;
STREET LOT OF TIBAY SUBD.;P. ROSALES-END;RR;2,300.00;
ST. SANTOS ST.;P. ROSALES ST. -TULAY NA BATO;RR;1,800.00;
ALONG SANTA ANA RIVER;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT
ALL OTHER ST.;;GP;1,000.00;
ALL OTHER ST.;;RR;1,400.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTO ROSARIO KANLURAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
ARMADA ST.;MR FLORES ST.- SANTANA SUB;RR;2,800.00;
FC. TUAZON ST.;;RR;2,500.00;
M. LOZADA ST.;ROSARIO-FLORES;RR;2,800.00;
MR. FLORES ST.;STO ROSARIO-BRDY.;RR;2,800.00;
C. LORENZO ST.;STO ROSARIO-BRDY.;RR;2,800.00;
SANTANA SUBD.;;RR;2,800.00;
SANTA LUCIA (EMERALD SUBD.;ENTIRE AREA;RR;3,500.00;
ALL OTHER STREETS;;GP;1,000.00;
ALL OTHER STREETS;;RR;2,500.00;
ALL OTHER STREETS;;A;500.00;
CITY/MUNICIPALITY:;PATEROS;;;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;SANTO ROSARIO SILANGAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
ELISCO ROAD;;CR;4,000.00;
M. ALMEDA STREET;PASIG BDRY-M LOZADA;CR;4,000.00;
M. ALMEDA STREET;TULAY BATO - PAS/PATEROS;RR;4,000.00;
M. LOZADA STREET;STO. ROSARIO K&S-ALMEDA;RR;2,300.00;
TATOO- SANTO ROSARIO SUBD.;;RR;3,200.00;
ALL OTHER STREETS;;RR;2,300.00;
ALL OTHER STREETS;;GP;1,500.00;
ALL OTHER STREETS;;A;500.00;
CITY/MUNICIPALITY:;PATEROS;;;
BARANGAY:;TABACALERA;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
C. SEXON ST.;S.CASTILLO-S. ARQUILLERA;RR;2,300.00;
D. SALONGA ST.;S. CASTILLO-FC. CRUZ ST.;RR;2,300.00;
FC. CRUZ ST.;D. SALONGA -S. ARQUILLERA;RR;2,300.00;
FC. TUAZON ST.;S. ALQUILLERA-STO ROSARIO;RR;2,300.00;
LT. TIAMSIO ST.;FC. TUAZON-C. SEXON ST;RR;2,300.00;
S. ALQUILLERA ST.;FC. CRUZ-C. SEXON ST.;RR;2,300.00;
S. CASTILLO ST.;C. SEXON- D. SALONGA ST.;RR;2,300.00;
SULUCAN ST.;STO ROSARIO BRIDGE-CRUZ;RR;2,300.00;
ALL OTHER STREET;;RR;2,300.00;
ALL OTHER STREET;;A;300.00;
ALL OTHER STREET;;GP;500.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;BAGONG TANYAG;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
ABOCADO;;RR;1,300.00;
ADELFA;;RR;1,300.00;
ALAGAW;;RR;1,300.00;
BAYABAS;;RR;1,300.00;
CAMELLA HOMES;;RR;3,800.00;
CABUYAO ST.;;RR;1,300.00;
DALANGHITA;;RR;1,300.00;
DAYAP ST.;;RR;1,300.00;
DILAW ST.;;RR;1,300.00;
DITA ST.;;RR;1,300.00;
DUHAT ST.;;RR;1,300.00;
GEN. SANTOS AVE.;;CR;5,800.00;
GEN. SANTOS AVE.;PTRI -BICUTAN EX.;RR;4,500.00;
GOCO ST.;;RR;1,300.00;
JOSEPH SIIT;MANALAC AVE.;RR;2,000.00;
KALAMANSI ST.;;RR;1,300.00;
KASOY ST.;;RR;1,300.00;
MANALAC AVE.;S.S. DEAD END;RR;4,500.00;
NORTH DAANG HARI;MANALAC AVE.;RR;1,700.00;
PALUMARIA ST.;;RR;1,300.00;
PERPETUAL VILLAGE;;RR;2,800.00;
PUROK 7;SITIO ROBLE;RR;1,400.00;
SANTA TERESA COMPOUND;;RR;1,500.00;
SITIO DE ASIS;;RR;1,700.00;
SITIO ROBLE;;RR;1,400.00;
SOUTH DAANG HARI;MANALAC- CHARITY;RR;1,700.00;
TANYAG PROPER;MANALAC AVE. -DEAD END;RR;1,700.00;
ALL OTHER ST.;;RR;1,300.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;BAGUMBAYAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV.SQ.M.;
AGUAHAN VILLAGE;;RR;1,500.00;
BATISAN;M. QUEZON-DEAD END;RR;1,300.00;
COCO VILLAGE;;RR;1,200.00;
DOMINI VILLAGE;M. QUEZON-DEAD END;RR;1,300.00;
GUTIERREZ COMPOUND;;RR;1,300.00;
HOLY FAMILY;M. QUEZON-DEAD END;RR;1,750.00;
JOSEPH SIIT;MANALAC AVE.;I;3,500.00;
JOSEPH SIIT;MANALAC AVE.;RR;3,000.00;
MAHOGANY ROAD;;RR;3,500.00;
MAHOGANY SUBD.;M. QUEZON-DEAD END;RR;3,000.00;
MANALAC AVE.;;I;4,000.00;
M. L QUEZON ST.;BAMBANG-BAGUMBAYAN;RR;2,500.00;
MARCELO 1 & 2;;RR;3,000.00;
MAULING CREEK (SQUATTER);;RR;1,200.00;
