RDO:;RDO NO. 13-TUGUEGARAO, CAGAYAN;;;(Formerly RDO No. 9 - Tuguegarao, Cagayan)
CITY/MUNICIPALITY :;TUGUEGARAO;;;
BARANGAY:;CENTRO;;;
AGUINALDO;COR. MABINI  RIZAL ST;RR;880.00;
AGUINALDO;COR.RIZAL TO OTIZ ST.;RR;500.00;
ARELLANO;COR.MABINI TO RIZAL;RR;950.00;
ARELLANO;COR .RIZAL TO OTIZ ST.;RR;650.00;
BALZAIN;;RR;1,000.00;
BALZAIN;BALZAIN NEW DIVERSION;RR;2,000.00;
BALZAIN;STO.DOMINGO MARKET;CR;1,880.00;
BLUMENTRITT;COR.RIZAL ST TO LUNA ST;RR;2,380.00;
BLUMENTRITT;COR. LUNA TO LECAROS;RR;1,000.00;
BLUMENTRITT;COR.LECAROS TO MAURA;RR;580.00;
BONIFACIO;COR. RIZAL TO LUNA ST;CR;3,880.00;
BONIFACIO;COR. LUNA TO ARELLANO;RR;2,500.00;
BONIFACIO;ARELLNO TO LECAROS;RR;1,380.00;
BONIFACIO;COR LECAROS TO MAURA;RR;600.00;
BURGOS;CALLEGE TO GONZAGA;CR;3,000.00;
BURGOS;COR.GOMEZ TO LUNA;CR;2,880.00;
BURGOS;COR. LUNA TO LECAROS;RR;1,650.00;
BURGOS;COR. LECAROS TO MAURA;RR;750.00;
COLLEGE AVENUE;BALZAIN SAN JACINTO;CR;3,380.00;
DEL ROSARIO;COR. LUNA TO LECAROS;RR;1,430.00;
DEL ROSARIO;COLLEGE AVE  TO LUNA;CR;3,380.00;
DEL ROSARIO;COR. LECAROS TO M AURA;RR;750.00;
GOMEZ;COR. MABINI TO RIZAL;CR;3,500.00;
GOMEZ;RIZAL TO VALENZUELA;RR;1,550.00;
GONZAGA;COR. MABINI TO RIZAL;CR;3,580.00;
GONZAGA;RIZAL  TO VALENZUELA;RR;1,550.00;
LECAROS;COR MABINI  TO RIZAL;RR;1,080.00;
LEGASPI;COR. MABINI TO RIZAL;RR;3,250.00;
LUNA;COR MABINI TO RIZAL;CR;3,880.00;
MABINI;SAN JACINTO CHURCH;CR;3,350.00;
MABINI;COR. LUNA TO LECAROS;RR;1,950.00;
MAGALLANES;COR LEGASPI TO LUNA;RR;1,880.00;
MAGALLANES;COR. LUNA TO LECAROS;RR;1,500.00;
MAURA;DEL ROSARIO TO RIZAL;RR;480.00;
OTIS;AGUINALDO ARELLANO;RR;580.00;
PILAPIL;BONIFACIO TO  RIZAL;RR;930.00;
PILAPIL;RIZAL TO OTIS ST;RR;530.00;
RIZAL;BALZAIN TO ARELLANO;RR;2,380.00;
RIZAL;ARELLANO TO MAURA;RR;650.00;
TAFT;COLLEGE AVE  TO LUNA ST;RR;1,950.00;
TAFT;COR.LUNA TO LECAROS;RR;1,500.00;
VALENZUELA;GONZAGA TO AGUINALDO;RR;650.00;
WASHINGTON;MABINI TO RIZAL ST;RR;2,400.00;
ZAMORA;MABINI TO RIZAL ST;RR;780.00;
BARANGAY:;VARIOUS;;;
BGY CATAGGAMAN NUEVO;;RR;70.00;
BGY CATAGGAMAN NUEVO;LECAFOS ST. EXT.;RR;250.00;
BGY CATAGGAMAN NUEVO;LECAFOS ST. EXT.;A;4.50;
BGY CATAGGAMAN PARDO;;RR;60.00;
BGY CATAGGAMAN PARDO;;A;1.90;
BGY CATAGGAMAN VIEJO;;RR;70.00;
BGY CATAGGAMAN VIEJO;;A;3.00;
BGY NAMABBALAN NORTE;;RR;40.00;
BGY NAMABBALAN NORTE;IRRIGATED;A;7.75;
BGY NAMABBALAN NORTE;OTHER AGRICL LAND;A;3.65;
BRGY ANNAFUNAN EAST;;RR;80.00;
BRGY ANNAFUNAN EAST;;A;1.00;
BRGY ANNAFUNAN WEST;;RR;80.00;
BRGY ANNAFUNAN WEST;;A;1.00;
BRGY ATULAYAN NORTE;;RR;80.00;
BRGY ATULAYAN NORTE;;A;2.75;
BRGY ATULAYAN SUR;;RR;100.00;
BRGY ATULAYAN SUR;;A;2.75;
BRGY  BAGAY;;RR;80.00;
BRGY  BAGAY;SAN JOSE VALLEY HOMES;RR;230.00;
BRGY  BAGAY;NURSERY;RR;150.00;
BRGY  BAGAY;;A;1.70;
BRGY  BUNTUN;;RR;100.00;
BRGY  BUNTUN;TIP BUNTUN BRIDGE;CR;350.00;
BRGY  BUNTUN;;A;10.00;
BRGY CAGGAY;;RR;100.00;
BRGY CAGGAY;PANACAL VILLAGE;RR;150.00;
BRGY CAGGAY;;A;9.50;
BRGY CAPATAN;;RR;50.00;
BRGY CAPATAN;;A;2.75;
BRGY CARIG;;RR;120.00;
BRGY CARIG;CAGAYAN VALLEY REGIONAL;RR;160.00;
BRGY CARIG;TUGUEGARAO COCKPIT;RR;150.00;
BRGY CARIG;REGIONAL OFFICE SITE;RR;150.00;
BRGY CARIG;;A;1.45;
BRGY  CARITAN CENTRO;;RR;340.00;
BRGY  CARITAN CENTRO;NEW DIVERSION RD;RR;150.00;
BRGY  CARITAN CENTRO;;A;1.25;
BRGY CARITAN NORTE;;RR;230.00;
BRGY CARITAN NORTE;;A;1.25;
BRGY CARITAN SUR;;RR;440.00;
BRGY CARITAN SUR;ANDREW SUBD;RR;580.00;
BRGY CARITAN SUR;REYNO SUBD;RR;600.00;
BRGY DADDA;;RR;40.00;
BRGY DADDA;;A;1.40;
BRGY GOSI NORTE;;RR;40.00;
BRGY GOSI NORTE;IRRIGATED;A;8.00;
BRGY GOSI NORTE;OTHER AGRICULTURAL LANDS;A;1.90;
BRGY GOSI SUR;;RR;30.00;
BRGY GOSI SUR;IRRIGATED;A;8.00;
BRGY GOSI SUR;OTHER AGRICULTURAL LANDS;A;1.90;
BRGY LARION ALTO;;RR;60.00;
BRGY LARION ALTO;;A;2.65;
BRGY LARION BAJO;;RR;60.00;
BRGY LEONARDA;;RR;140.00;
BRGY LEONARDA;MERCEDES VILLAGE;RR;230.00;
BRGY LEONARDA;;A;1.90;
BRGY LIBAG NORTE;;RR;40.00;
BRGY LIBAG NORTE;;A;4.75;
BRGY LIBAG SUR;;RR;40.00;
BRGY LIBAG SUR;;A;4.75;
BRGY LINAO EAST;;RR;70.00;
BRGY LINAO EAST;;A;4.25;
BRGY LINAO NORTE;;RR;40.00;
BRGY LINAO NORTE;;A;5.50;
BRGY LINAO WEST;;RR;30.00;
BRGY LINAO WEST;;A;1.75;
BRGY NAMABBALAN SUR;;RR;40.00;
BRGY NAMABBALAN SUR;IRRIGATED;A;7.75;
BRGY NAMABBALAN SUR;OTHER AGRICULTURAL LANDS;A;3.65;
BRGY PALLUA NORTE;;RR;70.00;
BRGY PALLUA NORTE;;A;12.75;
BRGY PALLUA SUR;;RR;40.00;
BRGY PALLUA SUR;;A;12.75;
BRGY PENGUE;;RR;150.00;
BRGY PENGUE;AIRPORT;RR;150.00;
BRGY PENGUE;;A;1.45;
BRGY REYES;;RR;150.00;
BRGY REYES;;A;12.40;
BRGY SAN GABRIEL;;RR;150.00;
BRGY SAN GABRIEL;MAIN AVE;RR;200.00;
BRGY SAN GABRIEL;NORTH ROAD;RR;160.00;
BRGY SAN GABRIEL;OTHER AGRICULTURAL LANDS;A;14.40;
BRGY TAGGA;;RR;30.00;
BRGY TAGGA;;A;1.90;
BRGY TANZA;;RR;150.00;
BRGY TANZA;;A;20.00;
BRGY UGAC NORTE;;RR;280.00;
BRGY UGAC NORTE;GONZAGA ST EXT;RR;780.00;
BRGY UGAC NORTE;;A;30.00;
BRGY UGAC SUR;;RR;290.00;
BRGY UGAC SUR;LUNA ST.EXT.;RR;880.00;
BRGY UGAC SUR;ARELLANO ST. EXT;RR;450.00;
BRGY UGAC SUR;LECAROS ST EXT;RR;450.00;
BRGY UGAC SUR;;A;20.00;
