RDO:;RDO NO. 32 - QUIAPO-SAMPALOC-SAN MIGUEL-STA. MESA;;;;
RDO:;RDO NO. 32 - QUIAPO-SAMPALOC-SAN MIGUEL-STA. MESA;;;;
PROVINCE:;NCR;;;;
CITY/MUNICIPALITY:;MANILA;;;;
BARANGAY:;BARANGAY  306 ZONE  30;;;;
CARRIEDO;RIZAL AVE-QUIAPO CHR;CR;49,000.00;;
CHICA;PASIG RIVER-FEATI;CR;21,000.00;;
CONDOMINIUMS;;CC;28,000.00;;
ESTERO CEGACO;CARRIEDO-P PATERNO;CR;35,000.00;;
ISLA DE ROMERO;PASIG RIVER-FEATI;CR;21,000.00;;
OROSCO;PASIG RIVER-FEATI;CR;21,000.00;;
P BLANCO;QUINTA MKT-QUEZON BLVD;CR;42,000.00;;
P DUCOS;QUINTA MKT-QUEZON BLVD;CR;35,000.00;;
P GOMEZ;CARRIEDO-C PALANCA;CR;35,000.00;;
PALANCA SR ECHAGUE;HELIOS-QUINTA MKT;CR;44,800.00;;
PALANCA SR ECHAGUE;HELIOS-QUINTA MKT;X;21,000.00;;
PALMA;CARRIEDO-HIDALGO;CR;35,000.00;;
R HIDALGO;PLAZA MIRANDA-GOMEZ;CR;28,000.00;;
VILLALOBOS;C PALANCA-PL MIRANDA;CR;44,800.00;;
ALL OTHER STREETS;;CR;21,000.00;;
BARANGAY:;BARANGAY  307 ZONE  30;;;;
CARRIEDO;RIZAL AVE-QUIAPO CHR;CR;49,000.00;;
ESTERO CEGACO;CARRIEDO-G PUYAT;CR;35,000.00;;
EVANGELISTA;CARRIEDO-P PATERNO;CR;42,000.00;;
GONZALO PUYAT RAON;RIZAL AVE-QUEZON BLVD;CR;49,000.00;;
P GOMEZ;CARRIEDO-PUYAT;CR;35,000.00;;
P PATERNO;RIZAL AVE-QUEZON BLVD;CR;35,000.00;;
PALMA;CARRIEDO-P PATERNO;CR;35,000.00;;
PLATERIAS;CARRIEDO-P PATERNO;CR;35,000.00;;
QUEZON BLVD;P PATERNO-G PUYAT ST;CR;51,800.00;;
RIZAL AVENUE;CARRIEDO-G PUYAT ST;CR;56,000.00;;
RONQUILLO;RIZAL AVE-EVANGELISTA;CR;35,000.00;;
SALES;CARRIEDO-G PUYAT;CR;35,000.00;;
TRINIDAD;G PUYAT-TRINIDAD;CR;21,000.00;;
ALL OTHER STREETS;;CR;21,000.00;;
ALL OTHER STREETS;;;;;
BARANGAY:;BARANGAY  308 ZONE  30;;;;
C M RECTO;QUEZON BLVD-CELERO;CR;56,000.00;;
CALERO;QUEZON BLVD-EVANGELISTA;CR;28,000.00;;
COMMANDANTE;QUEZON BLVD-EVANGELISTA;CR;21,000.00;;
DELA FE;QUEZON BLVD-EVANGELISTA;CR;21,000.00;;
ESPERANZA;QUEZON BLVD-EVANGELISTA;RR;21,000.00;;
EVANGELISTA;G PUYAT-RECTO;CR;42,000.00;;
G PUYAT SR RAON;RIZAL AVE-QUEZON BLVD;CR;49,000.00;;
PORVENIR;QUEZON BLVD-EVANGELISTA;RR;21,000.00;;
QUEZON BLVD;G PUYAT SR-C M RECTO;CR;51,800.00;;
SALES;G PUYAT SR-C M RECTO;CR;42,000.00;;
SOLER;G PUYAT-EVANGELISTA;CR;42,000.00;;
TEMPLANSA;QUEZON BLVD-EVANGELISTA;CR;21,000.00;;
ALL OTHER STREETS;;CR;21,000.00;;
ALL OTHER STREETS;;RR;16,250.00;;
BARANGAY:;BARANGAY  309 ZONE  30;;;;
C M RECTO;CALERO-RIZAL AVE;CR;35,550.00;;
G PUYAT SR RAON;RIZAL AVE-SALES;CR;39,050.00;;
GERMINAL;RIZAL AVE-SALES;CR;28,000.00;;
GERMINAL;RIZAL AVE-SALES;RR;31,250.00;;
MABOLO;RIZAL AVE-SALES;CR;28,000.00;;
MABOLO;RIZAL AVE-SALES;RR;16,650.00;;
RIZAL AVENUE;C M RECTO-G PUYAT;CR;56,000.00;;
RIZAL AVENUE;RIZAL AVE-SALES;CR;56,000.00;;
RIZAL AVENUE;RIZAL AVE-SALES;RR;43,750.00;;
SALES;C M RECTO-G PUYAT;CR;28,000.00;;
SOLER;RIZAL AVE-SALES;CR;42,000.00;;
SOLER;C M RECTO-G PUYAT;CR;42,000.00;;
TRINIDAD;RIZAL AVE-SALES;CR;28,000.00;;
TRINIDAD;G PUYAT - C M RECTO;CR;28,000.00;;
ALL OTHER STREETS;RIZAL AVE-SALES;CR;28,000.00;;
