RDO:;RDO NO.  44  - TAGUIG/PATEROS;;;
RDO:;RDO NO.  44  - TAGUIG/PATEROS;;;
PROVINCE:;NCR;;;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;BAGONG TANYAG;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
CAMELLA HOMES;;RR;4,300.00;
GEN. SANTOS AVE.;;CR;6,500.00;
GEN. SANTOS AVE.;PTRI -BICUTAN EX.;RR;5,000.00;
GOCO ST.;;RR;2,000.00;
KALAMANSI ST.;;RR;2,000.00;
KASOY ST.;;RR;2,000.00;
MANALAC AVE.;S.S. DEAD END;RR;4,500.00;
NORTH DAANG HARI;MANALAC AVE.;RR;2,200.00;
PALUMARIA ST.;;RR;2,000.00;
PERPETUAL VILLAGE;;RR;3,400.00;
PERPETUAL VILLAGE PH2;EAST SRVC RD-TANYAG;RR;3,400.00;
POSADAS ESTATE;M.QUEZON-S.S. HIGHWAY;RR;3,300.00;
PUROK 7;SITIO ROBLE;RR;2,000.00;
SITIO DE ASIS;;RR;2,200.00;
SITIO ROBLE;;RR;2,000.00;
SOUTH DAANG HARI;MANALAC- CHARITY;RR;2,200.00;
SANTA TERESA COMPOUND;;RR;2,000.00;
TANYAG PROPER;MANALAC AVE. -DEAD END;RR;2,300.00;
ALL OTHER ST.;;RR;2,000.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;BAGUMBAYAN;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
AGUAHAN VILLAGE;;RR;2,000.00;
BATISAN;M. QUEZON-DEAD END;RR;1,900.00;
COCO VILLAGE;;RR;1,750.00;
DOMINI VILLAGE;M. QUEZON-DEAD END;RR;1,800.00;
GUTIERREZ COMPOUND;PASONG KALABAW;RR;1,800.00;
HOLY FAMILY;M. QUEZON-DEAD END;RR;2,750.00;
JOSEPH SIIT;MANALAC AVE.;I;4,500.00;
JOSEPH SIIT;MANALAC AVE.;RR;3,000.00;
M. L QUEZON ST.;BAMBANG-BAGUMBAYAN;RR;3,000.00;
MAHOGANY ROAD;;RR;4,000.00;
MAHOGANY ROAD;M. QUEZON-DEAD END;RR;4,000.00;
MANALAC AVE.;;I;5,000.00;
MARCELO 1 & 2;;RR;3,750.00;
MAULING CREEK (SQUATTER);;RR;1,700.00;
PASONG KALABAW;M. QUEZON-STA. MARIA;RR;2,500.00;
PASONG KALABAW EXT.;VILLA DE LEON STA. MARIA;I;4,500.00;
PASONG KALABAW EXT.;VILLA DE LEON STA. MARIA;RR;2,400.00;
POSADAS ESTATE;M. QUEZON-SS HIGHWAY;RR;2,800.00;
ROCKY VILLAGE;;RR;1,750.00;
SANTIAGO;M. QUEZON-DEAD END;RR;1,750.00;
SEVERINA SUBD.;;RR;2,500.00;
ST. MARTIN MAHOGANY;;RR;3,500.00;
SANTA MARIA INDL REAL EST.;MANALAC AVE.-DEAD END;I;4,500.00;
SANTA TERESITA COMPOUND;MANALAC-DEAD END;RR;2,000.00;
ALL OTHER ST.;;RR;2,000.00;
ALL OTHER ST.;;A;1,500.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;BAMBANG;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
C. MASTRILLI ST.;;RR;2,500.00;
DULONG BAYAN ST.;;RR;2,500.00;
KATIPUNAN ST.;M. QUEZON-WAWA;RR;2,500.00;
KENTUCKY ST.;M. QUEZON- DEAD END;RR;3,000.00;
M. L. QUEZON ST.;BRIDGE-QUEZON WAWA;RR;3,000.00;
ALL OTHER ST.;;RR;2,500.00;
ALL OTHER ST.;;A;2,000.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;CALZADA TIPAS;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
ALONG LAGUNA DE BAY;;A;200.00;
ALONG P. BURGOS;;GP;2,000.00;
COCO VILLAGE - C;;RR;1,800.00;
E P  SANTOS SUBDIVISION;RUHALE-VICE VERSA;RR;2,500.00;
F. MANALO ST(P.BURGOS);STA.ANA-PALINGON BR.;RR;3,000.00;
F. MANALO ST(P.BURGOS);STA.ANA-PALINGON BR.;GP;2,000.00;
LANGKOKAK;;RR;2,000.00;
MUNCAL;RUHALE-DEAD END;RR;1,800.00;
POLINTAN COMPOUND;F. MANALO-DEAD END;RR;3,000.00;
RUHALE ROAD;BRIDGE-LAGUNA DE BAY;RR;2,500.00;
ALL OTHER ST.;;RR;1,800.00;
ALL OTHER ST.;;A;1,500.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;FORT BONIFACIO;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
AFPOVAI;MAIN ROAD GOING TO GATE 3;GL;0.00;GOVERNMENT LAND
BAYANI ROAD;;GL;0.00;GOVERNMENT LAND
BONIFACIO BLVD/NORTH BONIFACIO;;CR;100,000.00;
CIRCUMFERENTIAL ROAD-R5;;GL;0.00;GOVERNMENT LAND
CITY CENTER/BONIFACIO CTR.;;CR;100,000.00;
CRESCENT WEST/CRESCENT PARK WEST;;CR;100,000.00;
GATEWAY DIST./BONIFACIO SOUTH;;CR;100,000.00;
INSTITUTIONAL DIST/UNIVERSITY PARK;;CR;35,000.00;
LAWTON ROAD;;GL;0.00;GOVERNMENT LAND
LAWTON ROAD;;GL;0.00;GOVERNMENT LAND
LT. GEN. A. ARELLANO ST.;;GL;0.00;GOVERNMENT LAND
M. GEN. P. SANTOS ST.;;GL;0.00;GOVERNMENT LAND
MAO ARTHUR ROAD;;GL;0.00;GOVERNMENT LAND
MCKINLEY ROAD;;GL;0.00;GOVERNMENT LAND
MEMORIAL ROAD;;GL;0.00;GOVERNMENT LAND
MERRITT ROAD;;GL;0.00;GOVERNMENT LAND
NAVY ROAD;;GL;0.00;GOVERNMENT LAND
PASONG TAMO EXTENSION;;RR;10,000.00;
RADIAL ROAD NO. 4;;GL;0.00;GOVERNMENT LAND
RELOCATION SITE: C - 5 & BCDA;;RR;3,000.00;
TRACOM ROAD;;GL;0.00;GOVERNMENT LAND
ALL OTHER ST.;;RR;2,400.00;
ALL OTHER ST.;;GL;0.00;GOVERNMENT LAND
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;HAGONOY;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
BALTAZAR CAPISTRANO;DAANG KALABAO;RR;2,500.00;
BARANGAY ROAD;DIMASALANG- DEAD END;RR;2,400.00;
BAY BREEZE SUBDIVISION;M. QUEZON-BACK;RR;2,500.00;
CAPISTRANO ST;;RR;2,500.00;
DEVA VILLAGE;M. QUEZON-DEAD END;RR;3,500.00;
DIMASALANG ROAD;M. QUEZON-DEAD END;RR;3,500.00;
M.L. QUEZON ST;WAWA-BICUTAN BRIDGE;RR;4,000.00;
MORNING SUN VILLAGE;M. QUEZON-DEAD END;RR;3,500.00;
ST. MICHAEL SUBDIVISION;M. QUEZON -DEAD END;RR;3,500.00;
ALL OTHER STREETS;;RR;2,400.00;
ALL OTHER STREETS;;CR;4,000.00;
ALL OTHER STREETS;;A;2,000.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;IBAYO TIPAS;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
BAMBANG CALLEJON;DINGUINBAYAN-CIANO;RR;1,500.00;
BARANGAY ROAD;;RR;1,500.00;
CAPITAN CIANO ST;COL ESTACIO-J. RAMOS;RR;1,500.00;
CAPISTRANO CPD.;;RR;1,500.00;
CRUZ CPD.;;RR;1,500.00;
DAAN PAA;SITIO-DAANGPAA;RR;1,500.00;
DAANG MANUNUSO;ELISCO RD.-DEAD END;RR;2,000.00;
DR. A. NATIVIDAD ST.;CAPT. CIANO-LABAO;I;4,000.00;
DR. A. NATIVIDAD ST.;FROM BRIDGE TO NAPINDAN;RR;2,400.00;
DR. A. NATIVIDAD ST.;FROM BRIDGE TO NAPINDAN;A;1,000.00;
ELISCO ROAD;DR. NATIVIDAD;I;4,000.00;
ELISCO ROAD;DR. NATIVIDAD;RR;4,000.00;
F.DINGUINBAYAN;DR. NATIVIDAD-BAMBANG;RR;1,500.00;
FLORES COMPOUND;;CR;2,500.00;
JDL CPD.;ELISCO ROAD & BACK;RR;4,000.00;
J. RAMOS ST.;CAPT.CIANO-DEAD END;RR;1,500.00;
KATUWIRAN;MABATO-NAPINDAN;RR;1,800.00;
KATUWIRAN;MABATO-NAPINDAN;A;1,000.00;
LABAO CPD;;RR;1,500.00;
MABATO CREEK ROAD;DR. NATIVIDAD-DEAD END;RR;2,300.00;
MABATO CREEK ROAD;DR. NATIVIDAD-DEAD END;A;1,000.00;
MAGNO PIGTAIN COMPOUND;;RR;1,500.00;
NAGKAWIT;ELISCO RD. DAANG PAA;RR;2,000.00;
P. ZAMORA;CAPT.CIANO-IBAYO;RR;1,500.00;
SAN PEDRO COMPOUND;;RR;1,500.00;
ALONG DRIED CREEK;;A;1,000.00;
ALONG LAGUNA DE BAY;;A;200.00;
ALONG THE RIVER (LABASAN);;GP;600.00;
ALL OTHER STREETS;;RR;1,500.00;
ALL OTHER STREETS;;CR;2,500.00;
ALL OTHER STREETS;;A;1,000.00;
ALL OTHER STREETS;;GP;1,000.00;
CITY/MUNICIPALITY:;TAGUIG;;;
BARANGAY:;LIGID TIPAS;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;5TH REV. ZV.SQ.M.;
ALONG DAANG PAA RIVER;;GP;600.00;
CAPT. M. TANYAG;E. JACINTO;RR;2,500.00;
C. RAMOS ST. (UMBOY);;RR;2,500.00;
E.JACINTO ST. (TANYAG);;RR;2,500.00;
J.LUNA ST;;RR;2,500.00;
L.LABAO (J. LUNA);;RR;2,500.00;
MAESTRANG PINANG;KABAONG;RR;3,500.00;
MAESTRANG PINANG;KABAONG;A;1,000.00;
